Framboð,Sjálfstæðisflokkurinn (D),Vinstrihreyfingin - grænt framboð (V),Samfylkingin (S),Miðflokkurinn (M),Píratar (P),Framsóknarflokkurinn (B),Viðreisn (C),Flokkur fólksins (F),Björt framtíð (A),Aðrir**
,23.7,17.6,14.5,10,9.7,9.3,8.3,4.1,1.8,1
