date,name,nationality,sex,category,class
1948-09-15,"Aage Gregersen",DNK,m,gov,4
1948-10-15,"Hjalmar Borson",SWE,m,edu,5
1948-10-19,"Sigurbjörn Sveinsson",ISL,m,art,5
1948-11-14,"Guttormur J. Guttormsson",CAN,m,art,3
1948-11-19,"Helgi H. Eiríksson",ISL,m,edu,4
1948-12-01,"Jón Árnason",ISL,m,com,5
1949-01-01,"Steingrímur Steinþórsson",ISL,m,gov,5
1949-01-01,"Stefán Stefánsson",ISL,m,com,5
1949-01-01,"Paul Hansen",DNK,m,com,4
1949-01-01,"Harald Hermann",DNK,m,com,5
1949-01-01,"Sigríður Benónýsdóttir",ISL,f,???,5
1949-01-01,"J.C.F. Hood",GBR,m,cnc,5
1949-01-01,"Magnús Vignir Magnússon",ISL,m,gov,5
1949-01-01,"Sven Nielsen",NOR,m,pol,2
1949-01-01,"Jónas Tómasson",ISL,m,art,5
1949-01-01,"Guðmundur Jónsson",ISL,m,com,5
1949-01-01,"Hallgrímur Jónsson",ISL,m,com,5
1949-01-19,"Garðar Gíslason",ISL,m,com,4
1949-01-19,"Gizur Bergsteinsson",ISL,m,mil,4
1949-01-19,"Þórður Eyjólfsson",ISL,m,law,4
1949-01-19,"Jónatan Hallvarðsson",ISL,m,law,5
1949-03-05,"Jens Guðbjörnsson",ISL,m,org,5
1949-03-05,"Lárus Einarsson",ISL,m,edu,5
1949-03-05,"Davíð Stefánsson frá Fagraskógi",ISL,m,art,5
1949-03-05,"Þórður Jónsson",ISL,m,gov,5
1949-03-12,"Nils Unnerus",SWE,m,mil,4
1949-03-12,"Svend Möller",DNK,m,com,5
1949-03-12,"V.E.A. Ammentorp",DNK,m,gov,5
1949-03-12,"Knud Secher",DNK,m,edu,4
1949-03-12,"Rolf Nordenstreng",SWE,m,???,5
1949-03-12,"G.C.C. Urich",DNK,m,gov,4
1949-03-19,"Henning Möller",DNK,m,art,5
1949-03-19,"Franz Mixa",AUT,m,???,5
1949-04-07,"Sigurd Arnesen",NOR,m,gov,5
1949-04-07,"Einar T. Boyesen",NOR,m,gov,3
1949-04-07,"Asbjörn Stensaker",NOR,m,edu,4
1949-04-07,"Severin Eskeland",NOR,m,edu,5
1949-04-07,"Jens Gousland",NOR,m,com,5
1949-04-07,"Marta Gladtved-Prahl",NOR,f,???,5
1949-04-07,"Hakon Hamre",NOR,m,edu,5
1949-04-07,"Nils Handal",NOR,m,pol,4
1949-04-07,"Wilhelm Dietrichsson",NOR,m,gov,5
1949-04-11,"Henning A. Bröndsted",DNK,m,art,4
1949-04-11,"Carl Emil Barris",DNK,m,com,5
1949-04-11,"Carl Skottsberg",SWE,m,edu,3
1949-06-17,"Eiríkur Kristófersson",ISL,m,com,5
1949-06-17,"Torfi Hjartarson",ISL,m,gov,5
1949-06-17,"Steinunn Bjarnason",ISL,f,org,5
1949-06-17,"Lee M. Hollander",USA,m,edu,5
1949-06-17,"Sigtryggur Jónsson",ISL,m,pol,5
1949-06-17,"Jón Árnason",ISL,m,com,4
1949-06-17,"Ingimundur Árnason",ISL,m,art,5
1949-06-17,"Vilhjálmur Þ. Gíslason",ISL,m,edu,5
1949-07-22,"John Bain",GBR,m,???,5
1949-08-01,"Björn Þórðarson",ISL,m,pol,2
1949-08-18,"Gunnar Thoroddsen",ISL,m,pol,5
1949-09-09,"Emil Walter",CSK,m,dip,2
1949-09-11,"Carl Berndsen",ISL,m,gov,5
1949-09-12,"Kristján Albertsson",ISL,m,gov,5
1949-09-12,"Pétur Eggerz",ISL,m,gov,5
1949-09-15,"A. Rendtorff",GBR,m,com,5
1949-09-15,"Anders Rachlew",DNK,m,art,5
1949-09-15,"Frederick Stanley Mockford",GBR,m,com,5
1949-09-15,"Matthías Þórðarson",ISL,m,art,4
1949-09-15,"Martin Larsen",DNK,m,dip,5
1949-09-15,"Erling Sveinbjörnsson",DNK,m,gov,4
1949-09-15,"Hans Husgold J. von Schwerin",SWE,m,cnc,5
1949-09-15,"Friðrik H. Fljótzdal",ISL,m,org,5
1949-09-15,"Ronald Beale",GBR,m,gov,5
1949-09-24,"N.Th. Plum",DNK,m,org,4
1949-09-29,"August Oddvar",NOR,m,art,5
1949-10-09,"Halldór Jónsson",ISL,m,cnc,4
1949-12-20,"Karl Schlyter",SWE,m,law,2
1950-01-01,"Sigurður Sigurðsson",ISL,m,com,5
1950-01-01,"Sigurður Halldórsson",ISL,m,com,4
1950-01-01,"Davíð Jónsson",ISL,m,pol,5
1950-01-01,"Jón G. Maríasson",ISL,m,com,4
1950-01-01,"Anton Mortens",GBR,m,com,4
1950-01-01,"Erik Juuranto",FIN,m,dip,4
1950-01-01,"Magnús Gíslason",ISL,m,gov,4
1950-01-01,"Guðmundur Ásbjörnsson",ISL,m,com,4
1950-01-01,"Bjarni Jónsson",ISL,m,com,5
1950-01-01,"Guðrún Brunborg",NOR,f,???,5
1950-02-01,"Oscar Bendix",GBR,m,com,4
1950-02-21,"Reidar Bathen",NOR,m,gov,5
1950-02-21,"Ivar Hald",NOR,m,dip,5
1950-02-24,"Einar Arnórsson",ISL,m,pol,2
1950-03-01,"Gustaf Helge Lindgren",SWE,m,com,5
1950-03-01,"Axel Revold",NOR,m,art,4
1950-03-01,"Erik Warburgh",DNK,m,edu,4
1950-03-01,"Ulrik Hendriksen",NOR,m,art,4
1950-03-01,"Erick Struckman",DNK,m,art,4
1950-03-01,"Kræsten Iversen",DNK,m,art,4
1950-03-01,"Erik Wettergren",SWE,m,gov,3
1950-03-01,"E.B. Busch",DNK,m,edu,5
1950-03-01,"Frantzi C.B. Boeck",DNK,m,dip,2
1950-03-10,"Sven B.F. Jansson",SWE,m,edu,5
1950-03-10,"Dag Strömback",SWE,m,edu,5
1950-03-12,"Bjarni Jónsson",ISL,m,cnc,3
1950-04-20,"Hörður Bjarnason",ISL,m,gov,5
1950-04-20,"Pálmi Loftsson",ISL,m,com,5
1950-04-20,"Indriði Waage",ISL,m,art,5
1950-04-20,"Arndís Björnsdóttir",ISL,f,art,5
1950-04-20,"Haraldur Björnsson",ISL,m,art,5
1950-05-20,"Georg Dithmer",DNK,m,???,4
1950-05-20,"Bagher Kazemi",IRN,m,dip,2
1950-05-20,"Erik L. Barfoed",DNK,m,com,5
1950-05-30,"Guðmundur Vilhjálmsson",ISL,m,com,3
1950-06-17,"Karl Arthur Hilton",SWE,m,art,4
1950-06-17,"Bjarni Snæbjörnsson",ISL,m,edu,5
1950-06-17,"Einar Celien",SWE,m,com,5
1950-06-17,"Ríkarður Jónsson",ISL,m,art,5
1950-06-17,"Arni Sigurðsson",USA,m,art,5
1950-06-17,"Churchill Blackie",GBR,m,gov,5
1950-06-17,"Joel Berglund",SWE,m,art,4
1950-06-17,"Þorsteinn Þorsteinsson",ISL,m,gov,5
1950-06-17,"Ólafur H. Jónsson",ISL,m,com,5
1950-06-17,"Tómas Jónsson",ISL,m,gov,5
1950-06-17,"Gisli Jonsson",CAN,m,art,5
1950-06-17,"Kurt Bendix",SWE,m,art,5
1950-09-11,"C.D. Schermuly",GBR,m,mil,5
1950-09-11,"Asbjörn Överaas",NOR,m,edu,5
1950-09-11,"Manfred Björnquist",SWE,m,cnc,3
1950-09-11,"J. Jentoft Indbjör",NOR,m,dip,5
1950-09-11,"Halfdan Hendriksen",DNK,m,pol,2
1950-09-11,"Johannes Barner-Rasmussen",DNK,m,com,4
1950-09-11,"Albin Johanson",SWE,m,com,4
1950-09-11,"Olav Klokk",NOR,m,gov,5
1950-09-11,"F.V. Haugsted",DNK,m,com,4
1950-09-11,"P.K. Tarjanne",FIN,m,dip,2
1950-09-29,"Frederik Nielsen",DNK,m,org,4
1950-09-29,"Magdalena Lauridsen",DNK,f,org,4
1950-09-29,"Einar Meulengracht",DNK,m,edu,4
1950-11-10,"Johs Salve Kallevig",NOR,m,dip,5
1950-11-10,"Vagn Askgaard",DNK,m,edu,5
1950-12-01,"Ernst Bredberg",FIN,m,org,3
1950-12-01,"Eric von Frenckell",FIN,m,org,3
1950-12-01,"William MacArthur",GBR,m,dip,5
1951-01-01,"Sigurþór Ólafsson",ISL,m,com,5
1951-01-01,"Svava Jónsdóttir",ISL,f,art,5
1951-01-01,"Gunnlaugur Þórðarson",ISL,m,gov,5
1951-01-01,"Árni Tryggvason",ISL,m,law,5
1951-01-01,"Ágúst Jósefsson",ISL,m,edu,5
1951-01-01,"Rafn Sigurðsson",ISL,m,com,5
1951-01-01,"Jóhannes S. Kjarval",ISL,m,art,5
1951-01-01,"Gunnar Viðar",ISL,m,com,5
1951-01-01,"Gunnlaugur Pétursson",ISL,m,dip,5
1951-01-01,"Per Fett",NOR,m,edu,5
1951-01-20,"Andreas J. Hollevik",NOR,m,gov,5
1951-01-24,"Robert Kloster",NOR,m,com,5
1951-01-24,"Thor Kielland",NOR,m,art,4
1951-01-24,"Egill Fáfnis",USA,m,cnc,5
1951-03-04,"Ásgrímur Jónsson",ISL,m,art,4
1951-05-11,"Benedikt G. Waage",ISL,m,org,4
1951-05-11,"Bjarni Ásgeirsson",ISL,m,pol,4
1951-06-06,"Sven Harald Pousette",SWE,m,dip,2
1951-06-17,"Kristleifur Þorsteinsson",ISL,m,edu,5
1951-06-17,"Jón Sigurðsson",ISL,m,pol,5
1951-06-17,"Guðmundur Karl Pétursson",ISL,m,edu,5
1951-06-17,"Kolbeinn Sigurðsson",ISL,m,com,4
1951-06-17,"Sigurður Sigurðsson",ISL,m,gov,5
1951-06-17,"Gísli Gunnarsson",ISL,m,com,5
1951-06-17,"Hilmar Stefánsson",ISL,m,com,4
1951-07-02,"Philip M. Pétursson",CAN,m,cnc,5
1951-07-02,"Bjarni R. Egilson",CAN,m,pol,5
1951-07-02,"Hildur Blöndal",ISL,f,art,5
1951-07-02,"Thorbjörn Thorlaksson",CAN,m,edu,4
1951-07-02,"Grettir L. Jóhannsson",CAN,m,dip,4
1951-08-02,"Martin Larsen",DNK,m,edu,4
1951-08-02,"Albin Johansson",SWE,m,com,3
1951-08-09,"Niels Bohr",DNK,m,edu,2
1951-09-11,"Jóhann Gunnar Ólafsson",ISL,m,gov,5
1951-09-11,"Þórarinn Björnsson",ISL,m,com,5
1951-09-18,"Alejandro Bermudez",ESP,m,gov,4
1951-09-18,"Alfredo Soler",ESP,m,gov,4
1951-09-18,"Miguel Angel Velarde",ESP,m,???,5
1951-09-18,"Gyda Dahm",NOR,f,pol,5
1951-09-18,"Tomas Suner",ESP,m,pol,2
1951-09-28,"Simon Edwardsen",SWE,m,art,5
1951-10-12,"Poul Camillo Berthold",DNK,m,com,5
1951-10-12,"Pálmi Hannesson",ISL,m,edu,5
1951-10-12,"Ragnar Moltzau",NOR,m,gov,4
1951-10-12,"Júlíus Havsteen",ISL,m,gov,4
1951-10-12,"Guðmundur Thoroddsen",ISL,m,edu,4
1951-12-01,"Jónatan Hallvarðsson",ISL,m,law,4
1951-12-15,"Árni Friðriksson",ISL,m,edu,5
1951-12-15,"Lárus Jóhannesson",ISL,m,org,5
1952-01-01,"Henrik Sv. Björnsson",ISL,m,dip,5
1952-01-01,"Jón Gíslason",ISL,m,com,5
1952-01-01,"Kristín Jónsdóttir",ISL,f,art,5
1952-01-01,"Valgeir Björnsson",ISL,m,com,5
1952-01-01,"Jóhann Kr. Briem",ISL,m,cnc,5
1952-01-01,"Ingimar Jónsson",ISL,m,edu,5
1952-01-01,"Sigtryggur Guðlaugsson",ISL,m,cnc,4
1952-01-23,"Fernado de Torata",ESP,m,dip,2
1952-01-23,"Niels Grunnet",DNK,m,art,4
1952-01-23,"Niels Nielsen",DNK,m,edu,4
1952-01-25,"Ragnar Johnson",CAN,m,dip,5
1952-01-25,"Andrew Danielson",USA,m,law,5
1952-08-02,"William Moore Benidichson",CAN,m,pol,4
1952-08-30,"Jón Stefánsson",ISL,m,art,5
1952-08-30,"Hallgrímur Benediktsson",ISL,m,pol,4
1952-08-30,"Björn Rögnvaldsson",ISL,m,com,5
1952-08-30,"Þorkell Jóhannesson",ISL,m,edu,5
1952-08-30,"Freysteinn Gunnarsson",ISL,m,edu,5
1952-08-30,"Stefán Guðmundsson Íslandi",ISL,m,art,4
1952-08-30,"Halldóra Ólafsdóttir",ISL,f,???,5
1952-08-30,"Gunnlaugur E. Briem",ISL,m,gov,4
1952-08-30,"Gústav A. Jónasson",ISL,m,gov,4
1952-08-30,"Jón Árnason",ISL,m,com,3
1952-08-30,"Jóhann Sæmundsson",ISL,m,edu,5
1952-08-30,"Vilhjálmur Þór",ISL,m,com,3
1952-08-30,"Einar Ól. Sveinsson",ISL,m,edu,5
1952-08-30,"Jón Hannesson",ISL,m,com,5
1952-08-30,"Ari Arnalds",ISL,m,gov,4
1952-09-26,"Ásgeir Ásgeirsson",ISL,m,rul,1
1952-10-20,"Torben Rönne",DNK,m,gov,5
1952-10-20,"C. Hermansen",DNK,m,pol,2
1952-10-20,"Holger Oluf Quistgaard Beck",DNK,m,gov,3
1952-10-30,"Matthías Þórðarson",ISL,m,edu,2
1952-11-29,"Tore Segelche Raabe",NOR,f,art,4
1952-12-01,"Steindór Steindórsson",ISL,m,edu,5
1952-12-01,"Jouko Voionmaa",FIN,m,edu,5
1952-12-01,"Stefán Hannesson",ISL,m,edu,5
1952-12-01,"Ásgeir Stefánsson",ISL,m,com,5
1952-12-01,"Aage Ronnell",DNK,m,gov,5
1952-12-01,"Ásgeir Jónsson",ISL,m,art,5
1952-12-01,"Britta Johansson",SWE,f,dip,4
1952-12-01,"Marten Stenberger",SWE,m,edu,5
1952-12-12,"E.J. McGaw",USA,m,mil,3
1952-12-12,"Hólmfríður Peturson",CAN,f,art,5
1952-12-12,"Ragnar Stefansson",USA,m,???,5
1952-12-12,"Birgir Thorlacius",ISL,m,gov,5
1953-01-01,"Metúsalem Stefánsson",ISL,m,gov,5
1953-01-01,"Bengt Sophus Dinesen",DNK,m,gov,3
1953-01-01,"Ólafur H. Jónsson",ISL,m,com,5
1953-01-01,"Jónas Guðmundsson",ISL,m,gov,5
1953-01-01,"Ágústa Thors",ISL,f,dip,5
1953-01-01,"Gísli Helgason",ISL,m,com,5
1953-01-01,"Bjarni Bjarnason",ISL,m,edu,5
1953-01-01,"Valur Gíslason",ISL,m,art,5
1953-01-01,"Edvin Alten",NOR,m,law,2
1953-01-27,"Finn B. Arnesen",BRA,m,dip,5
1953-01-27,"John Kent Jutey",BRA,m,dip,5
1953-02-12,"Johannes Gröntved",DNK,m,edu,5
1953-02-12,"Carl Hanson",USA,m,edu,5
1953-02-12,"J.C. Möller",DNK,m,com,4
1953-03-18,"Gísli G. Ásgeirsson",ISL,m,pol,5
1953-03-18,"Einar Gíslason",ISL,m,com,5
1953-03-18,"Knut Alrik Örborn",SWE,m,com,5
1953-03-18,"Þorfinnur Kristjánsson",ISL,m,art,5
1953-03-18,"Jón Helgason",ISL,m,com,5
1953-03-18,"Seamus O'Duilearga",IRL,m,edu,5
1953-03-18,"Jón Þ. Björnsson",ISL,m,edu,5
1953-03-18,"Hannes Jónsson",ISL,m,gov,5
1953-03-18,"Uno Willers",SWE,m,gov,4
1953-04-15,"Frode H. Rydgaard",DNK,m,edu,4
1953-04-15,"Charles M. Spofford",USA,m,org,3
1953-04-15,"Hans Ove Lange",DNK,m,com,3
1953-04-15,"Bjarne Öen",NOR,m,mil,3
1953-04-15,"Poul Uttenreitter",DNK,m,art,5
1953-04-15,"Carl Kaas",NOR,m,law,5
1953-04-15,"Paul Lassen",DNK,m,com,4
1953-04-15,"V.T.G. Fischer",DNK,m,pol,4
1953-04-15,"Rolf Magnus van Heidenstaum",SWE,m,gov,2
1953-04-15,"Thor Arild Emil Odencrants",SWE,m,edu,4
1953-04-15,"Jacob Hvinden Haug",NOR,m,mil,3
1953-04-15,"Knud Daniel Friis",DNK,m,mil,3
1953-05-11,"Leo Funtek",FIN,m,art,4
1953-05-11,"Sulo Raikkönen",FIN,m,art,4
1953-05-31,"Edward P. Warner",USA,m,org,3
1953-05-31,"Neres da Fontaura",BRA,m,dip,2
1953-05-31,"Thor Arvid Emil Odencrants",SWE,m,edu,3
1953-05-31,"Decio de Moura",BRA,m,dip,4
1953-05-31,"Barbaso da Silva",BRA,m,???,5
1953-06-17,"Monika Helgadóttir",ISL,f,com,5
1953-06-17,"Þorsteinn J. Eyfirðingur",ISL,m,com,5
1953-06-17,"Ásgrímur Jónsson",ISL,m,art,3
1953-06-17,"Ludvig Wennervirto",FIN,m,edu,4
1953-06-17,"Karl Strand",ISL,m,edu,5
1953-06-17,"Pétur Á. Jónsson",ISL,m,art,4
1953-06-17,"Jón Þórðarson",ISL,m,com,5
1953-06-17,"Valdemar Gregart",DNK,m,gov,5
1953-06-17,"Snorri Sigfússon",ISL,m,edu,5
1953-06-17,"P.B.N. Truelsen",DNK,m,gov,5
1953-08-14,"Ragnar Smedslund",FIN,m,gov,3
1953-08-14,"Knud Skadhauge",DNK,m,edu,5
1953-08-14,"Svend Clemmesen",DNK,m,edu,5
1953-08-14,"Finn Devold",NOR,m,edu,4
1953-08-20,"Ole Lökvik",NOR,m,dip,4
1953-08-20,"Egil J. Amlie",NOR,m,gov,5
1953-09-05,"Giovanni Domenico Marabotti",ITA,m,com,4
1953-09-08,"Bodil Begtrup",DNK,f,dip,2
1953-09-29,"Sigurjón Á. Ólafsson",ISL,m,pol,3
1953-09-29,"Þórarinn Olgeirsson",GBR,m,dip,4
1953-09-29,"Kjartan Ásmundsson",ISL,m,com,5
1953-10-02,"Magnús Jochumsson",ISL,m,gov,5
1953-10-02,"Egill Sandholt",ISL,m,gov,5
1953-10-02,"Ólafur T. Sveinsson",ISL,m,com,5
1953-10-15,"Robert Neil Stewart",GBR,m,mil,4
1953-10-15,"Reginald Lewis Steele",GBR,m,com,5
1953-10-15,"Richard Paget",GBR,m,org,4
1953-11-06,"Christian E. Aagaard",DNK,m,dip,4
1953-11-24,"Stefán Jónsson",ISL,m,org,5
1953-11-24,"Jón Sigurðsson",ISL,m,com,5
1953-12-01,"Dóra Þórhallsdóttir",ISL,f,rul,2
1953-12-01,"Steingrímur Steinþórsson",ISL,m,pol,2
1953-12-01,"Eduard A.V. Brusch",DNK,m,edu,4
1953-12-01,"Bjarni Benediktsson",ISL,m,pol,2
1954-01-01,"Maríus Helgason",ISL,m,org,5
1954-01-01,"Kristín Thoroddsen",ISL,f,edu,5
1954-01-01,"Hulda Á. Stefánsdóttir",ISL,f,org,5
1954-01-01,"Pálmi Hannesson",ISL,m,edu,4
1954-01-01,"Einar Bjarnason",ISL,m,gov,5
1954-01-01,"Þorsteinn Sigurðsson",ISL,m,org,5
1954-01-01,"Davíð Ólafsson",ISL,m,gov,5
1954-01-01,"Jóhanna Egilsdóttir",ISL,f,org,5
1954-01-20,"Francisco Sainz Maharo",ESP,f,dip,5
1954-01-20,"Charles Venn Pilcher",AUS,m,cnc,4
1954-01-20,"A. Villads Olsen",DNK,m,org,5
1954-01-20,"Jussi Björling",SWE,m,art,4
1954-02-01,"Stefán Jóh. Stefánsson",ISL,m,pol,2
1954-02-01,"Björn Ólafsson",ISL,m,pol,3
1954-02-01,"Jón Hermannsson",ISL,m,gov,3
1954-02-01,"Emil Jónsson",ISL,m,pol,3
1954-02-03,"Sæmundur Sæmundsson",ISL,m,com,5
1954-03-01,"Peter Olaf Christensen",DNK,m,edu,5
1954-03-01,"Torben Andersen",DNK,m,edu,5
1954-03-01,"Knud P. Warning",DNK,m,edu,4
1954-03-03,"Arni G. Eggertsson",CAN,m,law,4
1954-03-16,"Ake Frey",FIN,m,gov,5
1954-03-16,"Pétur J. Thorsteinsson",ISL,m,dip,5
1954-03-16,"Thomas Möller",ISL,m,gov,5
1954-03-16,"Hákon Guðmundsson",ISL,m,gov,5
1954-03-16,"Rocksen Gunnar",SWE,m,dip,5
1954-03-19,"Carl Wilhelm Prohaska",DNK,m,com,5
1954-03-23,"Ásmundur Guðmundsson",ISL,m,cnc,3
1954-03-23,"Bjarni Jónsson",ISL,m,cnc,2
1954-03-24,"Ralph O. Braunfield",USA,m,mil,3
1954-03-30,"Olaf R. Bjercke",NOR,m,org,5
1954-03-30,"K.J. Jensen",DNK,m,gov,3
1954-03-30,"Sigurd Kolsrud",NOR,m,edu,5
1954-03-30,"Hakon K.A. Sterky",SWE,m,gov,3
1954-03-31,"Bjarni Guðmundsson",ISL,m,gov,5
1954-03-31,"Helgi P. Briem",ISL,m,dip,3
1954-03-31,"Bjarni Ásgeirsson",ISL,m,dip,3
1954-03-31,"Gunnar Björnsson",ISL,m,dip,5
1954-03-31,"Anna Stephensen",ISL,f,dip,5
1954-03-31,"Jón Guðbrandsson",ISL,m,com,4
1954-03-31,"Ólöf Nordal",ISL,f,dip,5
1954-03-31,"Kristinn Guðmundsson",ISL,m,pol,3
1954-03-31,"Doris Briem",ISL,f,dip,5
1954-03-31,"Sigurður Nordal",ISL,m,dip,3
1954-04-01,"Karsten Nielsen",DNK,m,art,5
1954-04-01,"Svend Einar Jorning",SWE,m,gov,5
1954-04-01,"Erik Tjalve",DNK,m,gov,5
1954-04-01,"Carl Hans Sörensen",DNK,m,pol,5
1954-04-01,"Poul Camillo Berthold",DNK,m,com,4
1954-04-01,"Foght Louis Vilhelm Frederik",DNK,m,com,4
1954-04-01,"J.J. Bygdal",DNK,m,com,5
1954-04-01,"Olaf Petersen",DNK,m,edu,5
1954-04-01,"Olaf Torkild Kann",DNK,m,law,5
1954-04-01,"Johannes C. Bjerg",DNK,m,edu,3
1954-04-01,"Karl Axel Lindoff",SWE,m,mil,5
1954-04-01,"Aksel Möller",DNK,m,pol,3
1954-04-01,"Eyvind M. Dahl",DNK,m,mil,2
1954-04-01,"Henning A. Bröndsted",DNK,m,art,3
1954-04-01,"Nord J. Hansen",DNK,m,mil,5
1954-04-01,"Kjell Rördam",DNK,m,law,4
1954-04-01,"Eivind Tr. Hans Larsen",DNK,m,law,3
1954-04-01,"Kai Winniken",DNK,m,law,5
1954-04-01,"Niels Eric Christensen",DNK,m,dip,5
1954-04-01,"P.B.O. Rentersvard",SWE,m,mil,5
1954-04-01,"H.H. Koch",DNK,m,gov,3
1954-04-01,"Mercy Alexandra Uggle",SWE,f,cnc,5
1954-04-01,"Johan V.F. Vest",DNK,m,cnc,2
1954-04-01,"Erick Struckmann",DNK,m,art,3
1954-04-01,"Gunnar Bardenfleth",DNK,m,gov,2
1954-04-01,"M.D. Cappelin-Smith",SWE,m,mil,5
1954-04-01,"Preben Peter Holm",DNK,m,mil,5
1954-04-01,"Helge Ernst",DNK,m,art,5
1954-04-01,"Per Thieleman",DNK,m,gov,5
1954-04-01,"Kjell Emanuel Jernman",SWE,m,mil,5
1954-04-01,"Claus Berthold Mikael Dieden",SWE,m,mil,5
1954-04-01,"Einar Nörby",DNK,m,cnc,5
1954-04-01,"Wilhelm Lauritz Boas",DNK,m,gov,3
1954-04-01,"Anker E. Ohlsson",DNK,m,mil,4
1954-04-01,"Frederik Albert Madsen",DNK,m,gov,5
1954-04-01,"Sten Glarborg",DNK,m,mil,5
1954-04-01,"Dick Stenberg",SWE,m,mil,5
1954-04-01,"Ernst Meinstorp",DNK,m,gov,4
1954-04-01,"Hans Severin Müller",DNK,m,gov,5
1954-04-01,"Jörgen Asger Adolph",DNK,m,mil,5
1954-04-01,"Gunnar Grevelius",SWE,m,mil,5
1954-04-01,"Michael Nettendam",DNK,m,edu,3
1954-04-01,"Niels Björn Larsen",DNK,m,art,5
1954-04-01,"Gören C.A. Gisen",SWE,m,mil,5
1954-04-01,"J. Wolf",DNK,m,mil,5
1954-04-01,"Holger Eigil Wern",DNK,m,cnc,3
1954-04-01,"Ille Alexander Stan. Gustafsson",SWE,m,art,5
1954-04-01,"Fritz Johan Egon Angelin",SWE,m,mil,5
1954-04-01,"Paul Hjerming",DNK,m,law,5
1954-04-01,"Bodvan Emil Fredrik Bjarke",SWE,m,mil,5
1954-04-01,"Ejnar Hiss Thaysen",DNK,m,cnc,5
1954-04-01,"Jens Jensen",DNK,m,cnc,5
1954-04-01,"A.I. Buchwald",DNK,m,mil,5
1954-04-01,"Esther Malmborg",SWE,f,cnc,5
1954-04-01,"Sigvald Kristensen",DNK,m,dip,4
1954-04-01,"Sigurd Christensen",DNK,m,pol,3
1954-04-01,"Svend Aage Lund",DNK,m,art,4
1954-04-22,"Gustaf Fredrik Wilhelm Wagner",SWE,m,mil,4
1954-04-22,"S. Uuger",SWE,m,pol,4
1954-04-22,"K.H. Andersen",SWE,m,gov,5
1954-04-22,"R. E. P. O. Belding",SWE,m,gov,5
1954-04-22,"Carl Gustaf Sixtense Lewenhaupt",SWE,m,cnc,2
1954-04-22,"Anton Herbert Bexelius",SWE,m,mil,3
1954-04-22,"Nils Erik Millar",SWE,m,cnc,5
1954-04-22,"N.T. Montan",SWE,m,gov,4
1954-04-22,"Leif H. Öhrvall",SWE,m,dip,2
1954-04-22,"Leif A.L. Belfrage",SWE,m,gov,2
1954-04-22,"Brom Avid Sture Petren",SWE,m,pol,3
1954-04-22,"A. Malmaeus",SWE,m,pol,4
1954-04-22,"Ellen Maria Margaret Tham",SWE,f,cnc,4
1954-04-22,"Fogelmarek Stig. D.M.G:son",SWE,m,gov,5
1954-04-22,"Bertil Fredrik Eug Nordinskjöld",SWE,m,mil,4
1954-04-22,"Carl Hodoler Baltzar Stjernsward",SWE,m,cnc,3
1954-04-22,"Per Hugo Swartling",SWE,m,gov,4
1954-04-22,"Sten Erik Pison Wetter",SWE,m,cnc,2
1954-04-22,"G.V. Jarring",SWE,m,gov,3
1954-04-22,"Wilhelm",SWE,m,rul,2
1954-04-22,"Bertil",SWE,m,rul,2
1954-04-22,"F.C.L. Stackelberg",SWE,m,dip,3
1954-04-22,"G.Gerard de Ger",SWE,m,gov,3
1954-04-22,"Cederschiöld Montgomery Hugo",SWE,m,mil,2
1954-04-22,"Ove Huge Kristian Borlind",SWE,m,cnc,3
1954-04-22,"H.W. de Besche",SWE,m,gov,3
1954-04-22,"J. C.son van Horn",SWE,m,mil,4
1954-04-22,"Erik Gustaf Johan Upmark",SWE,m,com,3
1954-04-22,"Per Tomas Fredrik Adlercreutz",SWE,m,cnc,3
1954-04-22,"Carl Eric von Platin",SWE,m,cnc,3
1954-04-24,"R.S. Palas",FIN,m,gov,4
1954-04-24,"Pekka Eero Johannes Sovijarvi",FIN,m,mil,5
1954-04-24,"J. Sunninen",FIN,m,mil,4
1954-04-24,"A.R. Pyy",FIN,m,cnc,5
1954-04-24,"Olli Puhakka",FIN,m,mil,5
1954-04-24,"Hellin Bertha Lybeck",FIN,f,cnc,5
1954-04-24,"T.S. Eirooma",FIN,m,mil,4
1954-04-24,"K.E. Gabrielsson",FIN,m,law,4
1954-04-24,"P.M. Suomela",FIN,m,gov,4
1954-04-24,"R.J.G.G. Törngren",FIN,m,pol,2
1954-04-24,"E.H. Rydman",FIN,m,pol,2
1954-04-24,"N.N. Sario",FIN,m,mil,3
1954-04-24,"Viktor Alonzo Sundman",FIN,m,mil,2
1954-04-24,"Kaija Koskimies",FIN,f,edu,4
1954-04-24,"Bror Sievers",FIN,m,dip,5
1954-04-24,"Valdemar Fröjd",FIN,m,dip,5
1954-04-24,"S.S. Tuomioja",FIN,m,pol,2
1954-04-24,"E. Walikangas",FIN,m,dip,2
1954-04-24,"R.R. Seppala",FIN,m,dip,2
1954-04-24,"E.H. Palin",FIN,m,dip,2
1954-04-24,"M Turunen",FIN,m,edu,4
1954-04-24,"P.J. Hyminen",FIN,m,dip,2
1954-04-24,"Sven Egon Wiberg",FIN,m,gov,5
1954-04-24,"Martti Johannes Salomies",FIN,m,gov,5
1954-04-24,"Per Erik Gustafs",FIN,m,gov,5
1954-04-24,"N.H.A. Leppo",FIN,m,gov,4
1954-04-24,"Aho L.C.",FIN,m,pol,3
